resultId,raceId,driverId,constructorId,grid,position,positionText,positionOrder,points,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,constructorRef,constructor_name,constructor_nationality,driverRef,code,forename,surname,dob,driver_nationality,driver_name
322,33,18,11,18,14,14,14,0.0,66,17,1:20.849,203.178,11,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
328,33,14,9,11,\N,R,20,0.0,\N,\N,\N,\N,4,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
329,34,1,1,1,1,1,1,10.0,13,1,1:36.325,203.722,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
330,34,13,6,3,2,2,2,8.0,36,4,1:36.591,203.161,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
331,34,8,6,2,3,3,3,6.0,14,2,1:36.483,203.389,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
332,34,4,4,4,4,4,4,5.0,56,5,1:36.659,203.018,1,renault,Renault,French,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
337,34,20,5,6,9,9,9,0.0,55,9,1:37.212,201.863,1,toro_rosso,Toro Rosso,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
338,34,14,9,15,10,10,10,0.0,27,14,1:37.753,200.746,1,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
339,34,22,11,13,11,11,11,0.0,56,16,1:37.845,200.558,1,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
342,34,17,9,16,14,14,14,0.0,10,13,1:37.680,200.896,1,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
343,34,3,3,14,15,15,15,0.0,38,10,1:37.246,201.793,11,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
344,34,18,11,18,16,16,16,0.0,54,15,1:37.773,200.705,11,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
349,35,13,6,1,1,1,1,10.0,36,1,1:13.736,210.377,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
350,35,4,4,6,2,2,2,8.0,39,8,1:14.229,208.980,1,renault,Renault,French,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
351,35,8,6,3,3,3,3,6.0,59,3,1:14.117,209.296,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
352,35,20,5,7,4,4,4,5.0,25,7,1:14.214,209.022,1,toro_rosso,Toro Rosso,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
353,35,1,1,4,5,5,5,4.0,31,4,1:14.159,209.177,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
357,35,17,9,12,9,9,9,0.0,40,14,1:15.033,206.741,1,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
360,35,3,3,18,12,12,12,0.0,35,12,1:14.934,207.014,11,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
361,35,18,11,17,13,13,13,0.0,59,11,1:14.759,207.498,11,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
363,35,22,11,15,15,15,15,0.0,35,16,1:15.414,205.696,11,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
368,35,14,9,14,\N,R,20,0.0,\N,\N,\N,\N,4,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
369,36,8,6,1,1,1,1,10.0,41,1,1:25.235,223.978,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
370,36,4,1,2,2,2,2,8.0,20,2,1:26.314,221.178,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
371,36,1,1,4,3,3,3,6.0,20,3,1:26.351,221.083,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
374,36,13,6,22,6,6,6,3.0,28,8,1:27.044,219.323,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
375,36,3,3,12,7,7,7,2.0,40,5,1:26.721,220.140,11,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
379,36,22,11,16,11,11,11,0.0,17,14,1:28.098,216.699,11,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
381,36,17,9,7,13,13,13,0.0,21,9,1:27.501,218.178,11,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
383,36,18,11,14,15,15,15,0.0,42,17,1:28.387,215.991,11,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
387,36,14,9,18,\N,R,19,0.0,44,11,1:27.706,217.668,4,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
391,37,4,1,2,1,1,1,10.0,42,2,1:36.861,206.014,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
392,37,1,1,4,2,2,2,8.0,22,1,1:36.701,206.355,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
393,37,8,6,3,3,3,3,6.0,40,4,1:37.228,205.237,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
395,37,13,6,1,5,5,5,4.0,42,3,1:37.199,205.298,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
400,37,17,9,10,10,10,10,0.0,55,14,1:38.540,202.504,1,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
401,37,22,11,22,11,11,11,0.0,32,15,1:38.566,202.451,11,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
402,37,18,11,15,12,12,12,0.0,54,16,1:38.658,202.262,11,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
409,37,3,3,6,\N,R,19,0.0,18,6,1:37.704,204.237,9,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
410,37,14,9,13,\N,R,20,0.0,28,11,1:38.098,203.416,23,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
413,38,13,6,1,1,1,1,10.0,42,1,1:34.067,207.120,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
414,38,1,1,2,2,2,2,8.0,18,2,1:34.270,206.674,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
415,38,8,6,3,3,3,3,6.0,39,3,1:34.357,206.483,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
417,38,4,1,4,5,5,5,4.0,46,4,1:34.420,206.346,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
422,38,3,3,10,10,10,10,0.0,51,11,1:35.556,203.893,1,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
425,38,22,11,15,13,13,13,0.0,50,14,1:35.842,203.284,11,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
429,38,17,9,8,\N,R,17,0.0,37,12,1:35.705,203.575,6,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
430,38,14,9,21,\N,R,18,0.0,34,9,1:35.384,204.260,30,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
433,38,18,11,16,\N,R,21,0.0,\N,\N,\N,\N,4,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
435,39,13,6,1,1,1,1,10.0,14,1,1:22.680,202.685,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
436,39,1,1,4,2,2,2,8.0,20,2,1:22.876,202.205,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
437,39,4,1,2,3,3,3,6.0,17,3,1:22.966,201.986,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
439,39,14,9,9,5,5,5,4.0,18,8,1:23.524,200.636,1,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
440,39,3,3,11,6,6,6,3.0,60,10,1:23.693,200.231,1,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
444,39,22,11,12,10,10,10,0.0,16,14,1:24.287,198.820,11,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
446,39,18,11,14,12,12,12,0.0,64,13,1:24.186,199.059,11,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
453,39,8,6,3,\N,R,19,0.0,7,6,1:23.475,200.754,22,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
455,39,17,9,19,\N,R,21,0.0,4,21,1:26.323,194.131,9,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
457,40,4,1,1,1,1,1,10.0,44,1,1:15.284,159.715,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
458,40,1,1,2,2,2,2,8.0,28,2,1:15.372,159.528,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
459,40,13,6,3,3,3,3,6.0,47,4,1:16.183,157.830,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
464,40,8,6,16,8,8,8,1.0,62,6,1:16.592,156.987,11,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
466,40,22,11,9,10,10,10,0.0,69,13,1:17.080,155.993,11,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
467,40,18,11,10,11,11,11,0.0,40,9,1:16.802,156.558,11,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
468,40,3,3,5,12,12,12,0.0,70,11,1:16.991,156.174,11,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
470,40,14,9,13,14,14,14,0.0,75,8,1:16.786,156.591,12,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
477,40,17,9,6,\N,R,21,0.0,17,21,1:18.998,152.206,6,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
479,41,1,1,1,1,1,1,10.0,37,2,1:16.494,205.239,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
483,41,8,6,4,5,5,5,4.0,21,5,1:16.861,204.259,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
485,41,4,1,2,7,7,7,2.0,46,1,1:16.367,205.580,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
487,41,17,9,6,9,9,9,0.0,47,9,1:17.618,202.267,1,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
488,41,3,3,7,10,10,10,0.0,42,6,1:17.156,203.478,1,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
490,41,22,11,13,12,12,12,0.0,62,14,1:18.543,199.885,1,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
494,41,14,9,14,\N,R,16,0.0,19,16,1:18.981,198.776,6,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
498,41,18,11,15,\N,R,20,0.0,\N,\N,\N,\N,6,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
499,41,13,6,5,\N,D,21,0.0,22,4,1:16.849,204.291,2,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
501,42,1,1,1,1,1,1,10.0,20,2,1:13.222,206.101,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
502,42,4,1,2,2,2,2,8.0,21,3,1:13.257,206.003,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
503,42,13,6,3,3,3,3,6.0,50,4,1:13.380,205.658,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
504,42,8,6,4,4,4,4,5.0,49,1,1:13.117,206.397,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
507,42,17,9,9,7,7,7,2.0,57,8,1:14.004,203.924,1,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
508,42,20,2,7,8,8,8,1.0,53,6,1:13.862,204.316,1,bmw_sauber,BMW Sauber,German,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
512,42,18,11,13,12,12,12,0.0,42,14,1:14.703,202.015,11,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
516,42,3,3,14,16,16,16,0.0,34,11,1:14.066,203.753,5,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
520,42,14,9,11,\N,R,20,0.0,\N,\N,\N,\N,4,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
521,42,22,11,15,\N,R,21,0.0,\N,\N,\N,\N,4,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
523,43,8,6,3,1,1,1,10.0,20,2,1:16.207,208.374,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
524,43,13,6,1,2,2,2,8.0,42,1,1:16.099,208.670,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
525,43,1,1,2,3,3,3,6.0,39,4,1:16.587,207.340,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
529,43,4,1,10,7,7,7,2.0,36,3,1:16.495,207.590,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
530,43,18,11,12,8,8,8,1.0,70,6,1:16.770,206.846,1,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
531,43,3,3,9,9,9,9,0.0,69,9,1:17.011,206.199,1,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
533,43,22,11,13,11,11,11,0.0,68,12,1:17.220,205.641,11,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
534,43,17,9,14,12,12,12,0.0,69,14,1:17.249,205.563,11,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
535,43,14,9,16,13,13,13,0.0,68,15,1:17.447,205.038,11,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
545,44,8,6,2,1,1,1,10.0,17,1,1:20.638,229.514,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
546,44,4,1,3,2,2,2,8.0,35,3,1:21.117,228.159,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
547,44,1,1,1,3,3,3,6.0,11,4,1:21.675,226.600,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
549,44,13,6,4,5,5,5,4.0,17,2,1:20.858,228.890,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
553,44,22,11,14,9,9,9,0.0,28,13,1:23.387,221.948,11,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
554,44,18,11,18,10,10,10,0.0,29,16,1:23.581,221.433,11,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
555,44,14,9,12,11,11,11,0.0,40,12,1:23.118,222.666,11,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
556,44,3,3,17,12,12,12,0.0,49,11,1:22.896,223.262,11,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
566,44,17,9,11,\N,R,22,0.0,6,19,1:23.767,220.941,9,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
567,45,4,1,2,1,1,1,10.0,35,2,1:33.231,198.783,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
568,45,13,6,3,2,2,2,8.0,34,1,1:32.853,199.592,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
569,45,17,9,6,3,3,3,6.0,29,8,1:34.449,196.220,1,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
571,45,14,9,20,5,5,5,4.0,48,6,1:34.316,196.496,1,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
575,45,1,1,10,9,9,9,0.0,29,3,1:33.401,198.421,11,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
577,45,22,11,14,11,11,11,0.0,37,14,1:35.632,193.792,11,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
580,45,8,6,1,\N,R,14,0.0,32,4,1:33.904,197.359,9,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
584,45,18,11,17,\N,R,18,0.0,2,18,2:20.041,132.338,20,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
586,45,3,3,11,\N,R,20,0.0,2,20,2:50.950,108.410,20,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
589,46,1,1,1,1,1,1,10.0,13,2,1:20.171,196.724,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
590,46,8,6,3,2,2,2,8.0,70,1,1:20.047,197.029,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
592,46,4,1,6,4,4,4,5.0,49,3,1:20.324,196.349,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
595,46,3,3,4,7,7,7,2.0,68,6,1:20.672,195.502,1,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
597,46,17,9,9,9,9,9,0.0,63,7,1:20.915,194.915,1,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
599,46,14,9,10,11,11,11,0.0,67,14,1:21.553,193.390,11,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
601,46,13,6,14,13,13,13,0.0,37,11,1:20.981,194.756,11,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
604,46,20,5,20,16,16,16,0.0,65,16,1:21.915,192.536,11,toro_rosso,Toro Rosso,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
606,46,22,11,18,18,18,18,0.0,34,17,1:22.004,192.327,12,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
609,46,18,11,17,\N,R,21,0.0,25,21,1:22.906,190.234,37,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
611,47,13,6,1,1,1,1,10.0,18,2,1:27.922,218.566,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
612,47,8,6,3,2,2,2,8.0,57,1,1:27.295,220.136,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
613,47,4,1,4,3,3,3,6.0,39,4,1:28.070,218.199,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
615,47,1,1,2,5,5,5,4.0,17,3,1:27.963,218.464,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
617,47,3,3,8,7,7,7,2.0,37,6,1:28.536,217.050,1,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
620,47,14,9,13,10,10,10,0.0,54,13,1:29.068,215.754,1,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
623,47,18,11,21,13,13,13,0.0,34,10,1:28.873,216.227,11,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
627,47,22,11,22,17,17,17,0.0,35,15,1:29.513,214.681,11,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
629,47,20,5,18,19,19,19,0.0,39,19,1:29.983,213.560,11,toro_rosso,Toro Rosso,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
632,47,17,9,12,\N,R,22,0.0,4,21,1:30.808,211.620,9,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
633,48,4,1,1,1,1,1,10.0,15,1,1:22.871,251.653,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
634,48,1,1,2,2,2,2,8.0,17,2,1:22.936,251.456,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
635,48,8,6,5,3,3,3,6.0,21,3,1:23.370,250.147,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
638,48,3,3,8,6,6,6,3.0,52,8,1:24.472,246.884,1,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
640,48,18,11,10,8,8,8,1.0,32,9,1:24.532,246.708,1,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
641,48,17,9,11,9,9,9,0.0,46,13,1:24.824,245.859,1,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
642,48,22,11,12,10,10,10,0.0,52,12,1:24.767,246.024,1,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
650,48,20,5,16,18,18,18,0.0,47,18,1:25.313,244.450,11,toro_rosso,Toro Rosso,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
653,48,13,6,3,\N,R,21,0.0,8,6,1:23.971,248.357,22,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
654,48,14,9,20,\N,R,22,0.0,\N,\N,\N,\N,3,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
655,49,8,6,1,1,1,1,10.0,12,2,1:48.095,233.261,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
656,49,13,6,2,2,2,2,8.0,34,1,1:48.036,233.388,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
657,49,4,1,3,3,3,3,6.0,44,3,1:48.182,233.073,1,mclaren,McLaren,British,alonso,ALO,Fernando,Alonso,1981-07-29,Spanish,Fernando Alonso
658,49,1,1,4,4,4,4,5.0,41,4,1:48.215,233.002,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
660,49,3,3,5,6,6,6,3.0,29,9,1:49.769,229.704,1,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
661,49,17,9,7,7,7,7,2.0,12,11,1:50.049,229.119,1,red_bull,Red Bull,Austrian,webber,WEB,Mark,Webber,1976-08-27,Australian,Mark Webber
667,49,22,11,17,13,13,13,0.0,43,12,1:50.678,227.817,11,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
672,49,18,11,12,\N,R,18,0.0,22,16,1:51.141,226.868,9,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
674,49,14,9,11,\N,R,20,0.0,24,17,1:51.156,226.837,9,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
675,49,20,5,16,\N,R,21,0.0,4,21,1:52.724,223.682,38,toro_rosso,Toro Rosso,Italian,vettel,VET,Sebastian,Vettel,1987-07-03,German,Sebastian Vettel
677,50,1,1,1,1,1,1,10.0,27,1,1:28.193,186.259,1,mclaren,McLaren,British,hamilton,HAM,Lewis,Hamilton,1985-01-07,British,Lewis Hamilton
679,50,8,6,3,3,3,3,6.0,29,8,1:29.619,183.295,1,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi,Räikkönen,1979-10-17,Finnish,Kimi Räikkönen
680,50,14,9,12,4,4,4,5.0,56,11,1:30.086,182.345,1,red_bull,Red Bull,Austrian,coulthard,COU,David,Coulthard,1971-03-27,British,David Coulthard
682,50,13,6,4,6,6,6,3.0,32,7,1:29.588,183.359,1,ferrari,Ferrari,Italian,massa,MAS,Felipe,Massa,1981-04-25,Brazilian,Felipe Massa
686,50,22,11,17,10,10,10,0.0,57,15,1:31.060,180.395,1,honda,Honda,Japanese,barrichello,BAR,Rubens,Barrichello,1972-05-23,Brazilian,Rubens Barrichello
687,50,18,11,6,11,11,11,0.0,58,19,1:31.951,178.647,22,honda,Honda,Japanese,button,BUT,Jenson,Button,1980-01-19,British,Jenson Button
694,50,3,3,16,\N,R,18,0.0,27,10,1:29.926,182.670,40,williams,Williams,British,rosberg,ROS,Nico,Rosberg,1985-06-27,German,Nico Rosberg
